Sl.No,Vendor No.,Name of the party,Document No,GST NUMBER,Invoice No,Invoice Date,Description,HSN CODE,Total invoice value,Taxable amount,SGST %,SGST,CGST %,CGST%,IGST %,IGST
389,V1267,M/s.Utkal Type Foundry and Machineries Pvt Ltd,JV/H/21-22/00734,37AACCU0466F1ZF,02/APMDC/P/2021-22,28/12/2021,Establishment of Survey Stones Plant,9954,"13,977,600.00","12,480,000.00",6.00,"748,800.00",6.00,"748,800.00",0.00,0.00
390,V1303,AJAJ AHMAD,JV/H/21-22/00735,,AH/2021-22/11,28/12/2021,Brahmadiha Coal mine Branch Advance (Jharkandh),9966,"57,750.00","55,000.00",2.50,"1,375.00",2.50,"1,375.00",0.00,0.00
391,V1225,"Madhuri Donti Reddy,Sr Advocate",JV/H/21-22/00736,,10/07/2021,28/12/2021,Legal and professional charges,998211,"1,447,270.00","1,226,500.00",9.00,"110,385.00",9.00,"110,385.00",0.00,0.00
392,V0556,CRISil Risk & Infrastructure Solutions Limited,JV/H/21-22/00747,27AABCC4655M1ZD,21219900699,30/12/2021,Sales Promotional Expenses,9971,"861,400.00","730,000.00",0.00,0.00,0.00,0.00,18.00,"131,400.00"
393,V0551,JASTI KISHORE (AP),JV/H/21-22/00748,37AAYPJ9251E2Z5,54,31/12/2021,Office rent,997212,"1,039,860.00","881,238.00",9.00,"79,311.00",9.00,"79,311.00",0.00,0.00
394,V0684,BHARTI AIRTEL LIMITED,JV/H/21-22/00750,37AAACB2894G1ZM,BM22371002476438,31/12/2021,Telephone Charges,8517,"32,832.00","27,824.00",9.00,"2,504.00",9.00,"2,504.00",0.00,0.00
395,V1026,M/S.National Informatics Center Serv Incorporated,JV/H/21-22/00751,07AAACN2185J1ZE,PMIAP210587,31/12/2021,Office Expenses,998319,"19,887.00","16,853.00",0.00,0.00,0.00,0.00,18.00,"3,034.00"
396,V1167,"M/s Tata Tele Service Ltd,",JV/H/21-22/00753,37AAACT2438A1ZS,5532006088,31/12/2021,Telephone Charges,8517,"171,100.00","145,000.00",9.00,"13,050.00",9.00,"13,050.00",0.00,0.00
397,V1167,"M/s Tata Tele Service Ltd,",JV/H/21-22/00766,37AAACT2438A1ZS,25A,27/10/2021,Telephone Charges,998412,"177,000.00","150,000.00",9.00,"13,500.00",9.00,"13,500.00",0.00,0.00
398,V0684,BHARTI AIRTEL LIMITED,JV/H/21-22/00768,37AAACB2894G1ZM,BM2237I000661700,06/01/2022,Telephone Charges,8517,"31,450.00","26,652.00",9.00,"2,399.00",9.00,"2,399.00",0.00,0.00
399,V1186,REDDY ENTERPRISES,JV/H/21-22/00769,37AKAPM1969N1ZM,REPMHRD122021,06/01/2022,Remuneration(Outsourcing),998519,"4,339,908.00","3,677,888.00",9.00,"331,010.00",9.00,"331,010.00",0.00,0.00
400,V0561,REVA JOURNEYS (GLOBE) PVT LTD,JV/H/21-22/00770,36ABAFR6574R1ZC,"HYMS21/52,78,56,86,",05/01/2022,Processing Charges,998551,"345,385.00","292,699.00",0.00,0.00,0.00,0.00,18.00,"52,686.00"
401,V1186,REDDY ENTERPRISES,JV/H/21-22/00774,37AKAPM1969N1ZM,REP/APMDC/2021-11/35,07/01/2022,Remuneration(Outsourcing),998519,"372,904.00","316,020.00",9.00,"28,442.00",9.00,"28,442.00",0.00,0.00
402,V0981,M/S.DLR PROJECTS,JV/H/21-22/00778,36AAMFD9721H1Z6,DLRPAMDC20211201,07/01/2022,Consultancy Charges,998331,"428,340.00","363,000.00",0.00,0.00,0.00,0.00,18.00,"65,340.00"
403,V1280,M.S.Travels,JV/H/21-22/00779,,3741,07/01/2022,Taxi Hire charges,9966,"16,343.00","15,565.00",0.00,0.00,0.00,0.00,5.00,778.00
404,V0898,P. SRINADH,JV/H/21-22/00780,,DEC-21,12/01/2022,Taxi Hire charges,9966,"36,750.00","35,000.00",2.50,875.00,2.50,875.00,0.00,0.00
405,V0684,BHARTI AIRTEL LIMITED,JV/H/21-22/00781,37AAACB2894G1ZM,BM22371000725664,12/01/2022,Telephone Charges,8517,"5,187.00","4,395.00",9.00,396.00,9.00,396.00,0.00,0.00
406,V1306,Balachandika security force (India) pvt ltd,JV/H/21-22/00783,36AAJCB5236B1ZZ,BSFIND/2395,12/01/2022,New Year Gift,998519,"629,805.00","533,733.00",0.00,0.00,0.00,0.00,18.00,"96,072.00"
407,V1156,Sree Rama Sai Office Solutions Pvt Ltd,JV/H/21-22/00785,37AAVCS7234G1ZS,R 203,12/01/2022,Data Processing Expenses,997314,"69,427.00","58,837.00",9.00,"5,295.00",9.00,"5,295.00",0.00,0.00
408,V0091,KPMG Advisory Services Pvt Ltd,JV/H/21-22/00786,36AABCK2895D1ZJ,KASP-TL/500060,18/01/2022,KPMG Consultancy Charges,998313,"3,402,699.00","2,883,643.00",0.00,0.00,0.00,0.00,18.00,"519,056.00"
409,V0892,Sinpar Hospitality & Logistic Services,JV/H/21-22/00788,,"SHLS/TPT/21-38,46",19/01/2022,Taxi Hire charges,9966,"94,500.00","90,000.00",2.50,"2,250.00",2.50,"2,250.00",0.00,0.00
410,V1308,WHAM INFOCOME Private Ltd.,JV/H/21-22/00789,37AABCW3362M2ZX,DI/VJW/125,19/01/2022,Data Processing Expenses,8529,"164,809.00","139,669.00",9.00,"12,570.00",9.00,"12,570.00",0.00,0.00
411,V1308,WHAM INFOCOME Private Ltd.,JV/H/21-22/00789,37AABCW3362M2ZX,DI/VJW/125,19/01/2022,Data Processing Expenses,996311,90.00,86.00,2.50,2.00,2.50,2.00,0.00,0.00
412,V1309,SHWETA COMPUTER PARK,JV/H/21-22/00792,37AAHFC4561H1ZE,27458,19/01/2022,Data Processing Expenses,8417,"7,080.00","6,000.00",9.00,540.00,9.00,540.00,0.00,0.00
413,V1056,AJAY TOURS,JV/H/21-22/00793,07AGGPG5275K1Z5,1104811050,19/01/2022,Taxi Hire charges,9966,"170,342.00","162,230.00",0.00,0.00,0.00,0.00,5.00,"8,112.00"
414,V1186,REDDY ENTERPRISES,JV/H/21-22/00795,37AKAPM1969N1ZM,REPMHRD122021/1,20/01/2022,Remuneration(Outsourcing),998519,"1,487,443.00","1,260,545.00",9.00,"113,449.00",9.00,"113,449.00",0.00,0.00
415,V1186,REDDY ENTERPRISES,JV/H/21-22/00796,37AKAPM1969N1ZM,REP/APMDC/2021-12/36,20/01/2022,Remuneration(Outsourcing),998519,"345,021.00","292,391.00",9.00,"26,315.00",9.00,"26,315.00",0.00,0.00
416,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00798,37AABCJ7667G1Z8,AP7010072579 (04),20/01/2022,Advertisement,440013,"801,218.00","763,064.00",2.50,"19,077.00",2.50,"19,077.00",0.00,0.00
417,V0200,Ushodaya enterprise PVT LTD.,JV/H/21-22/00799,37AAACU2690P1ZQ,2.12202E+13,20/01/2022,Advertisement,9983,"179,634.00","171,080.00",2.50,"4,277.00",2.50,"4,277.00",0.00,0.00
418,V1315,Hyderabad Media House pvt ltd,JV/H/21-22/00800,36AABCH7588J1Z1,KPHINV081603,20/01/2022,Advertisement,9983,"30,240.00","28,800.00",0.00,0.00,0.00,0.00,5.00,"1,440.00"
419,V1317,MEMBER SECRETARY SEIAA ANDHRA PRADESH,JV/H/21-22/00801,37AAAAA1900J1ZR,1,20/01/2022,Chimakurthy Branch Advance,998399,"212,400.00","180,000.00",9.00,"16,200.00",9.00,"16,200.00",0.00,0.00
420,V1312,M/s. VVN Technologies pvt ltd,JV/H/21-22/00802,37AAFCV1295C1ZC,VVN/21-22/APMDC,20/01/2022,Chimakurthy Branch Advance,998313,"247,800.00","210,000.00",9.00,"18,900.00",9.00,"18,900.00",0.00,0.00
421,V1314,Geo Climate Risk Solutions pvt ltd,JV/H/21-22/00803,37AAFCG8137J1Z9,2021220061,20/01/2022,Brahmadiha Coal mine Branch Advance (Jharkandh),998313,"295,000.00","250,000.00",9.00,"22,500.00",9.00,"22,500.00",0.00,0.00
422,V1316,Cotroller General of Accounts Ministry of Finance,JV/H/21-22/00804,37AAAAA1900J1ZR,2,20/01/2022,Brahmadiha Coal mine Branch Advance (Jharkandh),998399,"281,678.00","238,710.00",9.00,"21,484.00",9.00,"21,484.00",0.00,0.00
423,V0922,CHUNDI MOHAN REDDY,JV/H/21-22/00805,,DECEMBER-2021,21/01/2022,Taxi Hire charges,9966,"47,250.00","45,000.00",2.50,"1,125.00",2.50,"1,125.00",0.00,0.00
424,V1306,Balachandika security force (India) pvt ltd,JV/H/21-22/00807,36AAJCB5236B1ZZ,BSFIND/2508,21/01/2022,Festival Advance,998519,"743,474.00","630,063.00",0.00,0.00,0.00,0.00,18.00,"113,411.00"
425,V0449,Ratnam Car Travels (Vijayawada),JV/H/21-22/00809,,169,21/01/2022,Taxi Hire charges,9966,"63,000.00","60,000.00",2.50,"1,500.00",2.50,"1,500.00",0.00,0.00
426,V1267,M/s.Utkal Type Foundry and Machineries Pvt Ltd,JV/H/21-22/00811,37AACCU0466F1ZF,3/APMDC/P/2021-22,21/01/2022,Establishment of Survey Stones Plant,9954,"13,977,600.00","12,480,000.00",6.00,"748,800.00",6.00,"748,800.00",0.00,0.00
427,V0027,BVR & ASSOCIATES,JV/H/21-22/00814,36AAMFB9760G1Z3,94,21/01/2022,Audit Fee (Costing),440096,"247,800.00","210,000.00",0.00,0.00,0.00,0.00,18.00,"37,800.00"
428,V0300,"Venugopal & Chenoy , CA",JV/H/21-22/00815,36AACFV0612M1Z7,32,21/01/2022,Audit Fee - Statutory Auditors,998221,"377,600.00","320,000.00",0.00,0.00,0.00,0.00,18.00,"57,600.00"
429,V0684,BHARTI AIRTEL LIMITED,JV/H/21-22/00822,37AAACB2894G1ZM,BM2237I002737526,25/01/2022,Telephone Charges,998412,"28,007.00","23,735.00",9.00,"2,136.00",9.00,"2,136.00",0.00,0.00
430,V0830,Sri D.Moshe,JV/H/21-22/00823,,DEC-21,25/01/2022,Taxi Hire charges,9966,"52,500.00","50,000.00",2.50,"1,250.00",2.50,"1,250.00",0.00,0.00
431,V0341,Chennai Privilege  Cars,JV/H/21-22/00824,,DEC-21,25/01/2022,Taxi Hire charges,9966,"52,500.00","50,000.00",2.50,"1,250.00",2.50,"1,250.00",0.00,0.00
432,V0544,PEST BUSTER,JV/H/21-22/00825,37AAFFP1751Q1ZQ,1434,24/01/2022,Rep & Main to buildings,7311,"14,160.00","12,000.00",9.00,"1,080.00",9.00,"1,080.00",0.00,0.00
433,V0412,"AO CASH, BSNL",JV/H/21-22/00826,37AABCB5576G3ZI,SDCAP0021993785,25/01/2022,Telephone Charges,998412,"14,750.00","12,500.00",9.00,"1,125.00",9.00,"1,125.00",0.00,0.00
434,V1280,M.S.Travels,JV/H/21-22/00829,,3.75238E+11,25/01/2022,Taxi Hire charges,9966,"23,981.00","22,839.00",0.00,0.00,0.00,0.00,5.00,"1,142.00"
435,V1267,M/s.Utkal Type Foundry and Machineries Pvt Ltd,JV/H/21-22/00830,37AACCU0466F1ZF,01/APMDC/A/2021-22,27/01/2022,Establishment of Survey Stones Plant,9954,"6,988,800.00","6,240,000.00",6.00,"374,400.00",6.00,"374,400.00",0.00,0.00
436,V1146,Omega Agencies,JV/H/21-22/00833,37BCPPB8819Q1ZP,30,27/01/2022,Postage & Courier charges,996812,"24,831.90","21,043.90",9.00,"1,894.00",9.00,"1,894.00",0.00,0.00
437,V1321,SURAJ PIPE AGENCIES,JV/H/21-22/00836,37CFDPS6877M1ZF,3229,27/01/2022,Office Expenses,3004,"8,800.00","7,858.00",6.00,471.00,6.00,471.00,0.00,0.00
438,V1322,SITA SURGICALS,JV/H/21-22/00837,37ABIFS9099L1Z3,2122-8323,27/01/2022,Office Expenses,30049099,"3,850.00","3,262.00",9.00,294.00,9.00,294.00,0.00,0.00
439,V0410,APTOnline Limited,JV/H/21-22/00841,37AADCA9829R1ZS,AP21220569,31/01/2022,Data Processing Expenses,998719,"141,600.00","120,000.00",9.00,"10,800.00",9.00,"10,800.00",0.00,0.00
440,V0820,ARC International Adv Research Centre for PM,JV/H/21-22/00842,36AAAAI0324C1ZG,IV20210042,31/01/2022,Reaserch & Dev. Exp (Fullerene),998112,"3,823,200.00","3,240,000.00",0.00,0.00,0.00,0.00,18.00,"583,200.00"
441,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00846,37AABCJ7667G1Z8,AP7010084870,01/02/2022,Advertisement,9983,"5,038,388.00","4,798,464.00",2.50,"119,962.00",2.50,"119,962.00",0.00,0.00
442,V1223,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co.Ltd,JV/H/21-22/00849,23AADCM6175E2ZM,66294,01/02/2022,Suliyari Coal Block Branch Advance,998313,"507,284.00","429,902.00",0.00,0.00,0.00,0.00,18.00,"77,382.00"
443,V1303,AJAJ AHMAD,JV/H/21-22/00851,,21-22/12,02/02/2022,Brahmadiha Coal mine Branch Advance (Jharkandh),9966,"57,750.00","55,000.00",0.00,0.00,0.00,0.00,5.00,"2,750.00"
444,V1051,M/S.SGRP AND ASSOCIATES LLP,JV/H/21-22/00852,37AEBFS7755K1ZF,122/01/2021-22,02/02/2022,Consultancy Charges,998519,"295,000.00","250,000.00",9.00,"22,500.00",9.00,"22,500.00",0.00,0.00
445,V1051,M/S.SGRP AND ASSOCIATES LLP,JV/H/21-22/00853,37AEBFS7755K1ZF,"108,119,125/01/2021-22",02/02/2022,Consultancy Charges,998519,"153,400.00","130,000.00",9.00,"11,700.00",9.00,"11,700.00",0.00,0.00
446,V1298,Hotel Mayuri Inn,JV/H/21-22/00857,37AGYPA4514F1ZD,20211005422,02/02/2022,Audit Expenses,996311,"53,312.00","47,600.00",6.00,"2,856.00",6.00,"2,856.00",0.00,0.00
447,V0596,Moieen Computers & laptops,JV/H/21-22/00860,37AATFM7577M1Z3,12461,02/02/2022,Data Processing Expenses,85176990,"2,000.50","1,694.50",9.00,153.00,9.00,153.00,0.00,0.00
448,V0981,M/S.DLR PROJECTS,JV/H/21-22/00861,36AAMFD9721H1Z6,DLRPAPMDC20220101,03/02/2022,Consultancy Charges,998331,"428,340.00","363,000.00",0.00,0.00,0.00,0.00,18.00,"65,340.00"
449,V0726,Laser System Private Limited- VJA,JV/H/21-22/00862,37AAACL3798F1Z9,"LSLVJA175/21-22,LSLVJA176/21-22",03/02/2022,Data Processing Expenses,84439959,"29,490.00","24,992.00",9.00,"2,249.00",9.00,"2,249.00",0.00,0.00
450,V1326,SRI ANJANEYA TOURS AND TRAVELS,JV/H/21-22/00863,,97,03/02/2022,Taxi Hire charges,9966,"47,250.00","45,000.00",2.50,"1,125.00",2.50,"1,125.00",0.00,0.00
451,V1169,Sri Lakshmi Prasanna Travels,JV/H/21-22/00864,,684,11/01/2022,Taxi Hire charges,9966,"68,250.00","65,000.00",2.50,"1,625.00",2.50,"1,625.00",0.00,0.00
452,V0024,B2B Software Technologies Ltd.,JV/H/21-22/00865,36AAACR9623F1ZD,SS/2122-105,11/01/2022,Consultancy Charges,998313,"304,765.00","258,275.00",0.00,0.00,0.00,0.00,18.00,"46,490.00"
453,V0922,CHUNDI MOHAN REDDY,JV/H/21-22/00866,,73,11/01/2022,Taxi Hire charges,9966,"47,250.00","45,000.00",2.50,"1,125.00",2.50,"1,125.00",0.00,0.00
454,V1254,Shiva Sai Catering Services,JV/H/21-22/00867,37BGRPP6178C1ZU,SC/APMDC/09,11/01/2022,Employee Welfare Expenses,9963,"577,172.00","549,688.00",2.50,"13,742.00",2.50,"13,742.00",0.00,0.00
455,V1098,M/S.LIFE CARE SURGICALS,JV/H/21-22/00869,37CMXPK9006R1ZV,LCS/2021-22/1708,04/02/2022,Welfare Amenities,30049099,"24,192.00","21,600.00",6.00,"1,296.00",6.00,"1,296.00",0.00,0.00
456,V1098,M/S.LIFE CARE SURGICALS,JV/H/21-22/00869,37CMXPK9006R1ZV,LCS/2021-22/1708,04/02/2022,Welfare Amenities,30049099,"7,999.00","7,619.00",2.50,190.00,2.50,190.00,0.00,0.00
457,V0091,KPMG Advisory Services Pvt Ltd,JV/H/21-22/00871,36AABCK2895D1ZJ,KASP-TL/500070,07/02/2022,KPMG Consultancy Charges,998311,"2,916,599.00","2,471,694.00",0.00,0.00,0.00,0.00,18.00,"444,905.00"
458,V1169,Sri Lakshmi Prasanna Travels,JV/H/21-22/00872,,674,07/02/2022,Taxi Hire charges,9966,"68,250.00","65,000.00",2.50,"1,625.00",2.50,"1,625.00",0.00,0.00
459,V0684,BHARTI AIRTEL LIMITED,JV/H/21-22/00873,37AAACB2894G1ZM,BM22371001535369 & 11 BILLS.,07/02/2022,Telephone Charges,8517,"85,676.00","72,606.00",9.00,"6,535.00",9.00,"6,535.00",0.00,0.00
460,V1254,Shiva Sai Catering Services,JV/H/21-22/00874,37BGRPP6178C1ZU,SC/APMDC/10,08/02/2022,Independence / Rep. day Exp.,440051,"20,546.00","19,568.00",2.50,489.00,2.50,489.00,0.00,0.00
461,V1327,M/s. BALBIR SINGH,JV/H/21-22/00878,,BS/ASG/28/2021-2022,08/02/2022,Legal and professional charges,440051,"1,298,000.00","1,100,000.00",0.00,0.00,0.00,0.00,18.00,"198,000.00"
462,V1082,Shaik Ghan saida,JV/H/21-22/00879,,36,08/02/2022,Taxi Hire charges,9966,"73,161.00","69,677.00",2.50,"1,742.00",2.50,"1,742.00",0.00,0.00
463,V1267,M/s.Utkal Type Foundry and Machineries Pvt Ltd,JV/H/21-22/00880,37AACCU0466F1ZF,01/APMDC/S/2021-22,08/02/2022,CWP - SS PLANT ( Srikakulam ),995429,"6,988,800.00","6,240,000.00",6.00,"374,400.00",6.00,"374,400.00",0.00,0.00
464,V0892,Sinpar Hospitality & Logistic Services,JV/H/21-22/00882,,SHLS/TPT/21-51,09/02/2022,Taxi Hire charges,9966,"47,250.00","45,000.00",2.50,"1,125.00",2.50,"1,125.00",0.00,0.00
465,V0551,JASTI KISHORE (AP),JV/H/21-22/00883,37AAYPJ9251E2Z5,55,08/02/2022,Office rent,997212,"1,039,860.00","881,238.00",9.00,"79,311.00",9.00,"79,311.00",0.00,0.00
466,V0698,Toshni-Tek International,JV/H/21-22/00886,33AAAFT2541D1ZS,41.RG2,09/02/2022,Survey & Drawing Exp,9015,"14,750.00","12,500.00",0.00,0.00,0.00,0.00,18.00,"2,250.00"
467,V1217,PERFECT SOLUTIONS,JV/H/21-22/00887,36AJQPP9332H1ZN,1131,09/02/2022,HP PAVILION LAPTOP-5 & DELL LATITUDE LAPTOP-1,8471,"497,994.00","422,029.00",0.00,0.00,0.00,0.00,18.00,"75,965.00"
468,V0830,Sri D.Moshe,JV/H/21-22/00888,,JAN-22,11/02/2022,Taxi Hire charges,9966,"52,500.00","50,000.00",2.50,"1,250.00",2.50,"1,250.00",0.00,0.00
469,V0967,M/S.Arrow sales corporation,JV/H/21-22/00890,37ACIPP4573F1ZB,"ASC/21-22/S437,S510",14/02/2022,Data Processing Expenses,8473,"7,898.00","6,694.00",9.00,602.00,9.00,602.00,0.00,0.00
470,V0967,M/S.Arrow sales corporation,JV/H/21-22/00890,37ACIPP4573F1ZB,"ASC/21-22/S437,S510",14/02/2022,Data Processing Expenses,8473,"6,008.00","5,092.00",9.00,458.00,9.00,458.00,0.00,0.00
471,V0898,P. SRINADH,JV/H/21-22/00894,,JAN-2022,14/02/2022,Taxi Hire charges,9966,"36,750.00","35,000.00",2.50,875.00,2.50,875.00,0.00,0.00
472,V1179,Santosh agencies,JV/H/21-22/00897,37ABXFS7523A1ZU,0014/21/2022,14/02/2022,Remuneration(Outsourcing),998515,"334,920.00","283,830.00",9.00,"25,545.00",9.00,"25,545.00",0.00,0.00
473,V1254,Shiva Sai Catering Services,JV/H/21-22/00898,37BGRPP6178C1ZU,SC/APMDC/11,11/02/2022,Employee Welfare Expenses,440051,"471,377.00","448,931.00",2.50,"11,223.00",2.50,"11,223.00",0.00,0.00
474,V0895,Jagathi Publications Limited (AP),JV/H/21-22/00902,37AABCJ7667G1Z8,"AP7010082913,82783,83357,79442.",14/02/2022,Advertisement,440048,"752,414.00","716,584.00",2.50,"17,915.00",2.50,"17,915.00",0.00,0.00
475,V0710,THG Publishing Private Limited,JV/H/21-22/00903,36AAGCT1726K1Z6,"1901116,7,8 & 1887682,1885978",15/02/2022,Advertisement,998363,"373,380.00","355,600.00",0.00,0.00,0.00,0.00,5.00,"17,780.00"
476,V1318,THG Publishing Private Ltd,JV/H/21-22/00904,33AAGCT1726K1ZC,1887175,15/02/2022,Advertisement,998363,"258,426.00","246,120.00",0.00,0.00,0.00,0.00,5.00,"12,306.00"
477,V1267,M/s.Utkal Type Foundry and Machineries Pvt Ltd,JV/H/21-22/00905,37AACCU0466F1ZF,05/APMDC/P/2021-22,16/02/2022,CWP - SS PLANT (Prakasham ),9954,"13,977,600.00","12,480,000.00",6.00,"748,800.00",6.00,"748,800.00",0.00,0.00
478,V1306,Balachandika security force (India) pvt ltd,JV/H/21-22/00908,36AAJCB5236B1ZZ,BSFIND/2609,17/02/2022,Remuneration(Outsourcing),998519,"122,383.00","103,714.00",0.00,0.00,0.00,0.00,18.00,"18,669.00"
479,V1280,M.S.Travels,JV/H/21-22/00909,,3.79338E+11,17/02/2022,Taxi Hire charges,9966,"16,805.00","16,005.00",0.00,0.00,0.00,0.00,5.00,800.00
480,V1306,Balachandika security force (India) pvt ltd,JV/H/21-22/00911,36AAJCB5236B1ZZ,BSFIND/2607,17/02/2022,Remuneration(Outsourcing),998519,"3,812,553.00","3,230,977.00",0.00,0.00,0.00,0.00,18.00,"581,576.00"
481,V1306,Balachandika security force (India) pvt ltd,JV/H/21-22/00913,36AAJCB5236B1ZZ,BSFIND/2612,17/02/2022,Remuneration(Outsourcing),998519,"315,165.00","267,089.00",0.00,0.00,0.00,0.00,18.00,"48,076.00"
482,V1333,SRI SAI DURGA ENTERPRISES,JV/H/21-22/00914,37AASPT3360N1ZT,404,17/02/2022,Furniture & Fixtures A/c,9404,"434,032.00","367,824.00",9.00,"33,104.00",9.00,"33,104.00",0.00,0.00
483,V0054,G. Sai Vamsi Krishna Advocate,JV/H/21-22/00915,,VLC-SCKC-JD,17/02/2022,Legal and professional charges,998211,"3,540,000.00","3,000,000.00",9.00,"270,000.00",9.00,"270,000.00",0.00,0.00
484,V1337,SRI SAI COMPUTERS,JV/H/21-22/00916,37AQXPG6068R1ZL,2559,18/02/2022,Data Processing equipment,84433100,"39,600.00","33,560.00",9.00,"3,020.00",9.00,"3,020.00",0.00,0.00
485,V0525,SV Enviro Labs & Consultants,JV/H/21-22/00917,37ABTFS0415M1ZO,SV/L/21-22/0263,18/02/2022,Environ & Pollution contr. exp,998346,"420,373.00","356,249.00",9.00,"32,062.00",9.00,"32,062.00",0.00,0.00
486,V0525,SV Enviro Labs & Consultants,JV/H/21-22/00918,37ABTFS0415M1ZO,SV/L/21-22/0264,18/02/2022,Environ & Pollution contr. exp,440051,"420,373.00","356,249.00",9.00,"32,062.00",9.00,"32,062.00",0.00,0.00
487,V0024,B2B Software Technologies Ltd.,JV/H/21-22/00920,36AAACR9623F1ZD,ASC/2122-035,18/02/2022,Consultancy Charges,998313,"147,500.00","125,000.00",0.00,0.00,0.00,0.00,18.00,"22,500.00"
488,V0686,Sri Gowthami Graphics,JV/H/21-22/00921,37BIBPA9222Q1Z0,103104,15/02/2022,Printing & Stationary,4804,"56,180.00","50,160.00",6.00,"3,010.00",6.00,"3,010.00",0.00,0.00
489,V0686,Sri Gowthami Graphics,JV/H/21-22/00921,37BIBPA9222Q1Z0,103104,15/02/2022,Printing & Stationary,49019900,"59,640.00","50,542.00",9.00,"4,549.00",9.00,"4,549.00",0.00,0.00
490,V0922,CHUNDI MOHAN REDDY,JV/H/21-22/00924,,3,21/02/2022,Taxi Hire charges,9966,"47,250.00","45,000.00",2.50,"1,125.00",2.50,"1,125.00",0.00,0.00
491,V1146,Omega Agencies,JV/H/21-22/00925,37BCPPB8819Q1ZP,213,21/02/2022,Postage & Courier charges,996812,"24,075.00","20,403.00",9.00,"1,836.00",9.00,"1,836.00",0.00,0.00
492,V0684,BHARTI AIRTEL LIMITED,JV/H/21-22/00926,37AAACB2894G1ZM,BM22371003024060,21/02/2022,Telephone Charges,998412,"29,457.00","24,963.00",9.00,"2,247.00",9.00,"2,247.00",0.00,0.00
493,V0412,"AO CASH, BSNL",JV/H/21-22/00927,37AABCB5576G3ZI,SDCAP0022350237,21/02/2022,Telephone Charges,998412,"15,046.00","12,750.00",9.00,"1,148.00",9.00,"1,148.00",0.00,0.00
494,V1314,Geo Climate Risk Solutions pvt ltd,JV/H/21-22/00929,37AAFCG8137J1Z9,2021220070,21/02/2022,Brahmadiha Coal mine Branch Advance (Jharkandh),998313,"295,000.00","250,000.00",9.00,"22,500.00",9.00,"22,500.00",0.00,0.00
495,V1340,ANDHRA FURNITURES,JV/H/21-22/00930,37BCFPS1303G1ZU,249,21/02/2022,Furniture & Fixtures A/c,9404,"86,100.00","72,966.00",9.00,"6,567.00",9.00,"6,567.00",0.00,0.00
496,V0583,Satya Computers,JV/H/21-22/00931,37AVYPS9207L1ZF,1198,21/02/2022,Data Processing Expenses,84439951,"7,937.00","6,727.00",9.00,605.00,9.00,605.00,0.00,0.00
497,V0544,PEST BUSTER,JV/H/21-22/00932,37AAFFP1751Q1ZQ,1547,21/02/2022,Rep & Main to buildings,998531,"14,160.00","12,000.00",9.00,"1,080.00",9.00,"1,080.00",0.00,0.00
498,V0892,Sinpar Hospitality & Logistic Services,JV/H/21-22/00933,,SHLS/TPT/21-56.,22/02/2022,Taxi Hire charges,9966,"47,250.00","45,000.00",2.50,"1,125.00",2.50,"1,125.00",0.00,0.00
499,V0449,Ratnam Car Travels (Vijayawada),JV/H/21-22/00934,,164,22/02/2022,Taxi Hire charges,9966,"7,335.00","6,985.00",2.50,175.00,2.50,175.00,0.00,0.00
500,V0449,Ratnam Car Travels (Vijayawada),JV/H/21-22/00935,,176,22/02/2022,Taxi Hire charges,9966,"73,500.00","70,000.00",2.50,"1,750.00",2.50,"1,750.00",0.00,0.00
501,V1051,M/S.SGRP AND ASSOCIATES LLP,JV/H/21-22/00937,37AEBFS7755K1ZF,138/01/2021-22,24/02/2022,Consultancy Charges,998313,"295,000.00","250,000.00",9.00,"22,500.00",9.00,"22,500.00",0.00,0.00
502,V1306,Balachandika security force (India) pvt ltd,JV/H/21-22/00938,36AAJCB5236B1ZZ,BSFIND/2610.2611,24/02/2022,Chairman&Peshi exp,998519,"70,807.00","60,006.00",0.00,0.00,0.00,0.00,18.00,"10,801.00"
503,V1303,AJAJ AHMAD,JV/H/21-22/00939,,AH/2021-22/01,24/02/2022,Brahmadiha Coal mine Branch Advance (Jharkandh),9966,"62,318.00","59,350.00",0.00,0.00,0.00,0.00,5.00,"2,968.00"
504,V1098,M/S.LIFE CARE SURGICALS,JV/H/21-22/00943,37CMXPK9006R1ZV,LCS/2021-22/1956,25/02/2022,Welfare Amenities,3004,"24,192.00","21,600.00",6.00,"1,296.00",6.00,"1,296.00",0.00,0.00
505,V1098,M/S.LIFE CARE SURGICALS,JV/H/21-22/00943,37CMXPK9006R1ZV,LCS/2021-22/1956,25/02/2022,Welfare Amenities,30049099,"8,002.00","7,620.00",2.50,191.00,2.50,191.00,0.00,0.00
506,V0794,P.Obul Reddy & Sons,JV/H/21-22/00946,37AAIFP8783F2ZN,21-22/02IN0594,02/03/2022,Furniture & Fixtures A/c,9404,"124,998.00","105,930.00",9.00,"9,534.00",9.00,"9,534.00",0.00,0.00
507,V1344,M/s.MOURITECH GLOBAL ENTERPRISE SOLUTIONS,JV/H/21-22/00952,37AAECM8324J2Z6,APMDC-JAN22-01,03/03/2022,Data Processing Expenses,998313,"375,000.00","317,796.00",9.00,"28,602.00",9.00,"28,602.00",0.00,0.00
